Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.745208375,-0.578026891,3.352098942,-7.96766901,8.663396093
0.755240375,-0.503869236,3.441395044,-8.284527779,8.985014445
0.765273375,-0.344478518,3.875325918,-8.509554863,9.35678045
0.775306375,0.135610595,4.645201683,-8.665808678,9.833235935
0.785338375,1.001188278,5.233273506,-8.623897552,10.13711688
0.795371375,1.964048982,5.061152458,-8.313139915,9.928798913
0.805403375,2.67114377,4.198246956,-7.825205803,9.27330213
0.815436375,2.846985102,2.930440426,-7.398654938,8.451798634
0.825468375,2.348124743,1.431203246,-7.000917435,7.521627315
0.835501375,1.3844769,-0.317133278,-6.52748251,6.680222879
0.845534375,0.314590842,-1.538843513,-5.963816166,6.16718007
0.855566375,-0.506732106,-2.094038486,-5.304434776,5.72527754
0.865599375,-0.804741979,-2.049887657,-4.431941509,4.948914487
0.875631375,-0.646561384,-2.086092472,-3.393659353,4.035684233
0.885664375,-0.346346736,-2.359499454,-2.44981432,3.418886359
0.895696375,-0.270703733,-2.796580553,-1.977446914,3.435758955
0.905729375,-0.452976584,-3.079274893,-1.890215516,3.641433282
0.915761375,-1.201887131,-2.80490756,-1.590550184,3.441204584
0.925794375,-2.066419601,-2.26230526,-1.0720402,3.246133893
0.935827375,-2.607815742,-1.550311327,-0.535345197,3.080708139
0.945859375,-2.649051666,0.148688108,-0.294750989,2.669543225
0.955892375,-2.150676489,1.480020046,-0.298879176,2.627774241
0.965924375,-1.613288164,2.096917629,-0.478479296,2.688625054
0.975957375,-1.075182438,1.520838022,-0.453347832,1.916895882
0.985989375,-0.691849947,0.219475836,-0.038546637,0.726850628
0.996022375,-0.574008048,-0.623862028,0.633108854,1.058071779
1.006055375,-0.847063243,-0.642990708,0.960354328,1.432910892
1.016087375,-1.254368186,-0.223614395,0.980754554,1.60789379
1.026120375,-1.534498096,0.185348079,0.893624723,1.785386082
1.036152375,-1.532882929,0.521552026,0.829611957,1.819341251
1.046185375,-1.389200926,0.937775075,0.723520935,1.825591369
1.056217375,-1.124948978,1.45536983,0.618942559,1.940799175
1.066250375,-0.780263245,1.786469817,0.409576803,1.991993548
1.076282375,-0.36544764,2.097976685,-0.01884377,2.129650965
1.086315375,0.031342048,2.659670115,-0.525247574,2.711219736
1.096348375,0.080622777,2.735515356,-0.927726328,2.889674798
1.106380375,0.008537133,2.650002241,-0.980945349,2.825745661
1.116413375,-0.043439288,2.493088007,-0.721808851,2.595839517
1.126445375,-0.094548009,2.379127026,-0.415587127,2.417001736
1.136478375,-0.093693674,2.39289093,-0.317070693,2.415624005
1.146510375,0.409173727,1.362270713,-0.002153736,1.42239561
1.156543375,-0.399062097,1.634835482,0.416550845,1.733624012
1.166576375,-1.614416838,0.872940719,-0.098758839,1.837966412
1.176608375,-2.71790719,1.436601162,-0.743662357,3.162890465
1.186641375,-3.009953499,2.016615391,-1.521710515,3.929651459
1.196673375,-2.750011206,1.771001935,-1.836714268,3.751336933
1.206706375,-2.498740435,0.887943804,-1.68612206,3.142476024
1.216738375,-2.261628866,0.064224504,-1.587910652,2.76415451
1.226771375,-2.11029768,-0.793741643,-1.59492135,2.761730655
1.236804375,-2.022553682,-1.4299016,-1.704584718,3.006817428
1.246836375,-1.804131627,-1.634551644,-1.820210576,3.039706655
1.256869375,-1.422523618,-1.22211802,-1.975399256,2.723848035
1.266901375,-1.035365224,-0.430236667,-1.894189119,2.201144511
1.276934375,-0.757770598,0.337760419,-1.784910083,1.968299363
1.286966375,-0.642050386,0.780955434,-1.781412005,2.048303889
1.296999375,-0.645996928,0.990179718,-1.63109827,2.014509735
1.307032375,-0.634035647,1.452183604,-1.260439277,2.024733462
1.317064375,-0.501284897,2.123316765,-0.942146778,2.376426137
1.327097375,-0.39162311,2.270134687,-0.817074359,2.444277126
1.337129375,-0.401830226,1.610850573,-1.086599827,1.984189074
1.347162375,-0.526750326,0.792207122,-1.531398535,1.802842063
1.357194375,-0.705662966,0.422010958,-1.927280068,2.095342915
1.367227375,-0.87630713,0.695481598,-2.332271099,2.586715547
1.377260375,-0.910987675,1.686413765,-2.637442112,3.26036667
1.387292375,-1.024356604,2.076836824,-2.587731123,3.472594133
1.397325375,-0.803501248,2.104064226,-2.317553759,3.23168005
1.407357375,-0.167864353,1.747513056,-1.942676544,2.6183912
1.417390375,0.305684149,1.382903218,-1.86860311,2.344683709
1.427422375,0.485251784,1.116314411,-1.966029763,2.312336521
1.437455375,0.521614194,1.127958179,-1.992291093,2.348104516
1.447488375,0.580368877,1.140563965,-1.774741411,2.188017657
1.457520375,0.58721894,0.744528949,-1.566398025,1.831052214
1.467553375,0.455397219,-0.086891033,-1.4662112,1.537761997
1.477585375,0.059899416,-0.993198037,-1.47408855,1.778473315
1.487618375,-0.525082946,-1.864189625,-1.571737528,2.494248166
1.497650375,-1.072861552,-2.832385302,-1.687052608,3.466927301
1.507683375,-1.391284823,-3.649719238,-1.803755879,4.302285352
1.517716375,-1.422181845,-3.909231424,-1.9114604,4.578031497
1.527748375,-1.26558125,-3.478295803,-2.029215813,4.221131887
1.537781375,-1.062849879,-2.576097727,-2.199006557,3.549867491
1.547813375,-0.853753984,-1.470913172,-2.465230227,2.994969364
1.557846375,-0.80239749,0.083351493,-2.770594358,2.885651105
1.567878375,-0.65978545,1.667153835,-2.847578526,3.365029303
1.577911375,-0.307271481,2.642244816,-2.635609627,3.744637704
1.587944375,0.169363752,2.958247423,-2.151417494,3.661763118
1.597976375,0.592917979,2.972266197,-1.201727033,3.260378189
1.608009375,0.754197955,2.762079716,-0.210962459,2.870958737
1.618041375,0.558825254,2.405785084,0.341717243,2.493362831
1.628074375,0.149052918,1.863734365,0.782231748,2.026723726
1.638106375,-0.239251331,1.136348367,0.96612972,1.510607641
1.648139375,-0.513367295,0.453502178,0.845327616,1.088020672
1.658172375,-0.679126501,-0.069968596,0.546695292,0.874633724
1.668204375,-0.765821457,-0.37604329,0.277685374,0.897218049
1.678237375,-0.716744781,-0.472932637,0.139243215,0.869929326
1.688269375,-0.567560852,-0.367250413,0.043663967,0.677425072
1.698302375,-0.343715757,-0.169330522,-0.144697294,0.409573747
1.708334375,-0.171871558,0.179293498,-0.491795361,0.55095251
1.718367375,-0.164072871,0.729518414,-0.92481947,1.189288894
1.728400375,-0.307762146,1.302594781,-1.345124841,1.897585713
1.738432375,-0.377496779,1.469107389,-1.73396492,2.30378269
1.748465375,-0.293831706,1.130153298,-2.102187634,2.404740401
1.758497375,-0.285798281,0.724806786,-2.532636642,2.64976865
1.768530375,-0.445868373,0.618573308,-2.99868989,3.094119034
1.778562375,-0.633158624,0.485571384,-3.152173042,3.251594117
1.788595375,-0.787894726,0.172158331,-2.553445339,2.677778873
1.798628375,-0.724163711,-0.422270149,-1.761830688,1.951095213
1.808660375,-0.352970719,-0.997038901,-1.008536339,1.461444643
1.818693375,0.193381876,-1.415928841,-0.501374185,1.51447255
1.828725375,0.739748001,-1.628226519,-0.204124942,1.800004359
1.838758375,0.386635453,-0.415953666,0.080827042,0.573617849
1.848790375,0.38502425,-1.527341485,-0.115021825,1.579318114
1.858823375,0.161559477,-2.769242048,-0.319887221,2.792334296
1.868856375,0.407937825,-4.095035076,-0.051893581,4.115630995
1.878888375,1.185773134,-3.777839661,0.209039211,3.965076017
1.888921375,1.804106355,-2.396245956,0.21642895,3.007263858
1.898953375,2.203904867,-1.704690814,0.186916202,2.792508747
1.908986375,2.375264883,-0.436561942,0.26664725,2.429726394
1.919019375,2.041074038,0.561873019,0.349180311,2.145602807
1.929051375,1.386226654,1.424746275,0.36057812,2.020282868
1.939084375,0.596673846,1.397573829,0.282250702,1.545605947
1.949116375,-0.145489484,0.986127555,0.023166411,0.997071426
1.959149375,-0.564075291,0.468505204,-0.01357962,0.733391073
1.969181375,-0.511194766,0.805860639,0.073492162,0.957148136
1.979214375,-0.20610258,1.731832743,0.179383054,1.75325446
1.989247375,0.277274191,1.880570889,0.48511979,1.961827988
1.999279375,0.599571407,1.956616521,0.783635497,2.191328062
2.009312375,0.329157203,1.639446259,0.414932579,1.722874791
2.019344375,-0.034029551,1.175400972,0.022978393,1.176117963
2.029377375,-0.252311826,0.398206949,0.111769781,0.484481698
2.039409375,-0.399103224,-0.419528425,0.387486875,0.696730623
2.049442375,-0.292913139,-0.814636886,0.764558733,1.154981133
2.059475375,-0.067027822,-0.864714027,1.238407969,1.511911828
2.069507375,-1.077773571,1.142991543,1.950602293,2.50457079
2.079540375,-1.719906449,2.426581383,2.813669205,4.094277689
2.089572375,-1.87901783,2.578958035,3.206425905,4.523593664
2.099605375,-1.526932597,2.246153831,3.183789253,4.184882818
2.109637375,-0.686534286,1.244536638,3.387321234,3.673437887
2.119670375,0.104512066,0.171460286,4.001895428,4.006930049
2.129703375,0.940347314,-1.384494781,4.430018425,4.735624786
2.139735375,1.645561337,-3.103338957,4.021028042,5.33921823
2.149768375,1.770318985,-3.892248869,2.632319927,5.02122881
2.159800375,1.343004346,-3.880609274,0.418450475,4.127697883
2.169833375,0.636928201,-3.687891006,-1.529336452,4.042905835
2.179866375,0.010704471,-3.050577879,-2.500697136,3.944569197
2.189898375,-0.328665078,-2.021276951,-2.593193769,3.304275287
2.199931375,-0.39923498,-1.088208556,-2.281791449,2.559327772
2.209963375,-0.371605754,-0.577774346,-1.839475393,1.963564044
2.219996375,-0.215381816,-0.679582775,-0.494303078,0.867500782
2.230028375,-0.119705893,-0.95274961,1.215329409,1.548898606
2.240061375,-0.257187724,-1.119521618,1.979921579,2.289009314
2.250094375,-0.587391973,-1.001812458,1.86654222,2.198326043
2.260126375,-0.916864991,-0.640846193,1.499467254,1.87075581
2.270159375,-1.065233707,-0.172357515,1.390215278,1.759866041
2.280191375,-1.134601712,0.346349448,1.260474682,1.730917505
2.290224375,-1.035354733,0.891130984,1.206210136,1.822365701
2.300256375,-0.84338975,1.260321975,1.301481366,1.998392228
2.310289375,-0.691615939,1.258185148,1.503861308,2.079173227
2.320322375,-0.654422998,0.867575705,1.720854521,2.035263459
2.330354375,-0.904026151,0.351108372,1.859849691,2.097517877
2.340387375,-0.776313365,-0.03588162,1.82497108,1.98354969
2.350419375,-0.815471709,-0.172298849,1.727246881,1.917827622
2.360452375,-0.78029567,-0.126947478,1.583475828,1.769851037
2.370485375,-0.609862924,-0.110966653,1.431666851,1.560101393
2.380517375,-0.407634854,-0.273266584,1.329653025,1.417327755
2.390550375,-0.177466363,-0.477572054,1.162072539,1.268850646
2.400582375,-0.020357735,-0.580837309,1.024234056,1.177642484
2.410615375,0.121868111,-0.617303729,0.950273216,1.139708259
2.420647375,0.262483865,-0.620897174,0.909094811,1.131752824
2.430680375,0.364748448,-0.639186919,0.862551272,1.133841278
2.440713375,0.349204868,-0.673970461,0.828812718,1.123881997
2.450745375,-0.058582347,-0.815172553,0.719005525,1.088534394
2.460778375,-0.780968905,-1.317991138,0.65689528,1.666890661
2.470810375,-0.299240321,-1.289695024,0.687053978,1.491610269
2.480843375,0.177737415,-0.894277871,0.613755822,1.099099499
2.490876375,0.355377704,-0.512679935,0.933517814,1.122759786
2.500908375,0.384420276,-0.263839215,1.122719169,1.215684339
2.510941375,0.524793625,-0.092640579,0.864051938,1.015173077
2.520973375,0.792516291,0.092840508,0.594298601,0.994933294
2.531006375,1.068369389,0.324521393,0.471956462,1.212217054
2.541038375,1.254223824,0.541302562,0.479891747,1.447888791
2.551071375,1.308387995,0.704344213,0.537342548,1.580100291
2.561104375,1.195768952,0.764440119,0.543130755,1.519612813
2.571136375,0.947156131,0.676713705,0.494024217,1.264557671
2.581169375,0.499009252,0.473562747,0.410278201,0.800999445
2.591201375,0.02581908,0.355127186,0.304050565,0.468218634
2.601234375,-0.190809593,-0.069598407,0.092868,0.22333093
2.611267375,0.293387711,0.197143003,0.005786092,0.353518305
2.621299375,0.929099321,0.839554369,0.030463345,1.252599339
2.631332375,1.119654059,1.131809354,-0.066783316,1.593448348
2.641364375,1.124902964,1.20156002,-0.114308082,1.649914997
2.651397375,1.089601398,1.107620239,-0.171070978,1.563111986
2.661429375,1.137586474,0.895054996,-0.19855319,1.461044079
2.671462375,1.265107155,0.663449228,-0.173675016,1.439035789
2.681495375,1.316405773,0.254991233,-0.110333182,1.345406295
2.691527375,1.305108309,-0.200553656,-0.081378497,1.322933077
2.701560375,1.52592957,-0.632341981,-0.150956109,1.658645586
2.711592375,1.813409805,-0.737341881,-0.237153843,1.971895057
2.721625375,2.084696293,-0.430647999,-0.330286056,2.154183189
2.731658375,2.147688627,-0.332808524,-0.610293686,2.257384845
2.741690375,2.011866331,-0.573728323,-0.987696827,2.313507152
2.751723375,1.761153221,-0.677013695,-1.29314065,2.287404851
2.761755375,1.476205111,-0.62664479,-1.400406837,2.129085374
2.771788375,1.236204982,-0.39654398,-1.293829322,1.832878665
2.781820375,1.16802597,0.52643162,-0.887357414,1.558466585
2.791853375,1.29524219,1.762125373,0.275304407,2.204207494
2.801886375,0.875607908,2.157567024,1.109697819,2.579382469
2.811918375,0.176823229,1.457957029,0.478542209,1.544638404
2.821951375,-0.325898439,0.544999838,-0.586297572,0.864279734
2.831983375,-0.581681192,-0.226836979,-1.269081235,1.414346211
2.842016375,-0.542949498,-0.765544772,-1.340560198,1.636445721
2.852049375,-0.272501767,-1.012654901,-1.320017099,1.685874344
2.862081375,0.030965867,-1.489812613,-1.433067918,2.067410013
2.872114375,0.243148163,-2.073755503,-1.45035398,2.542264656
2.882146375,0.459676862,-2.406315804,-1.435579181,2.839462299
2.892179375,0.726393759,-2.23750186,-1.459762216,2.768567895
2.902211375,0.939317763,-1.582493186,-1.556288958,2.410111587
2.912244375,0.981718481,-0.985925436,-1.703358293,2.199374823
2.922277375,0.856599689,-0.710113645,-1.795822978,2.112582444
2.932309375,0.61449039,-0.324348867,-1.760554671,1.89271059
2.942342375,0.302370727,0.200921178,-1.72873795,1.766446228
2.952374375,0.073304787,0.548261046,-1.831668615,1.913367106
2.962407375,0.099056646,0.669724941,-1.991038084,2.102992242
2.972440375,0.505396187,0.786656916,-2.189178944,2.380495507
2.982472375,0.980804324,0.263226271,-2.271170616,2.487866789
2.992505375,1.047631383,-0.963336468,-2.103426695,2.539675673
3.002537375,0.837138116,-1.846995115,-1.859049916,2.751046669
3.012570375,0.542846263,-2.260162354,-1.61620295,2.831100123
3.022602375,0.353272229,-2.381574392,-1.366654992,2.768473175
3.032635375,0.335554212,-2.548337221,-1.14141798,2.812375193
3.042668375,0.373750299,-2.693856478,-0.969426632,2.88727207
3.052700375,0.411365062,-2.674864769,-0.865540445,2.84135232
3.062733375,0.466485232,-2.598804951,-0.778201222,2.752633791
3.072765375,0.540906191,-2.585489511,-0.73832196,2.742709397
3.082798375,0.662910998,-2.604973316,-0.787030935,2.800848918
3.092831375,0.7754125,-2.529042006,-0.892632186,2.791793372
3.102863375,0.83500582,-2.23968339,-1.03980875,2.60664893
3.112896375,0.798910916,-1.613848925,-1.086230397,2.103012953
3.122928375,0.731013954,-0.933797658,-0.971782565,1.533206059
3.132961375,0.707742155,-0.474782378,-0.796493053,1.16649837
3.142994375,0.686848462,-0.279247403,-0.642258823,0.980936449
3.153026375,0.606307864,-0.312451422,-0.464444935,0.825193441
3.163059375,0.462717027,-0.471948981,-0.28643778,0.720339843
3.173091375,0.299239695,-0.668735802,-0.207007408,0.761317303
3.183124375,0.222737506,-0.835437715,-0.322022528,0.922641144
3.193156375,0.263762176,-0.967642903,-0.569817424,1.15351427
3.203189375,0.353175074,-1.039794326,-0.760989904,1.336042854
3.213222375,0.428655982,-1.008038521,-0.905830205,1.42141337
3.223254375,0.458117873,-0.935838163,-1.065764904,1.490476395
3.233287375,0.433764339,-0.772926152,-1.195751071,1.488417603
3.243319375,0.377644599,-0.353444666,-1.140236259,1.252069207
3.253352375,0.236609191,0.213516474,-0.794208527,0.855768881
3.263385375,-0.054657672,0.668181956,-0.225405857,0.707292293
3.273417375,-0.459166527,1.045783043,0.440792173,1.224252348
3.283450375,-0.844338059,1.407399654,1.036973119,1.941389656
3.293482375,-1.14359796,1.442536831,1.503939509,2.377091259
3.303515375,-1.538241625,0.926950336,1.846008301,2.575494296
3.313548375,-2.177629232,0.160942137,2.060856581,3.002515827
3.323580375,-2.79658699,-0.302495629,2.242661476,3.597489805
3.333613375,-2.874554634,0.601945818,2.516304731,3.867452988
3.343645375,-2.785012007,2.122643948,2.607516527,4.365896431
3.353678375,-2.76896143,3.670143127,2.592051983,5.277862395
3.363710375,-2.929997206,5.004067898,2.695503712,6.394632078
3.373743375,-3.1772542,5.486487865,3.022310019,7.023592471
3.383776375,-3.288074255,4.861384869,3.233125448,6.70056679
3.393808375,-3.53215766,4.378492355,3.376132011,6.560914601
3.403841375,-3.553962469,2.560614347,3.66154623,5.709143181
3.413873125,-3.427989721,-0.285418123,4.03704071,5.303798142
3.423906125,-3.311380386,-2.37955308,4.906802177,6.379985935
3.433939125,-3.068091393,-2.021159172,6.417890072,7.395105284
3.443971125,-2.452090979,-0.321153015,8.07215023,8.44248179
3.454004125,-1.730891705,0.284091353,8.714515686,8.889290052
3.464036125,-0.864805698,-1.151841402,7.817698002,7.949278556
3.474069125,-0.80355376,-3.683975458,7.144008636,8.078009236
3.484101125,-0.926087141,-1.603804946,6.934106827,7.177162753
3.494134125,-0.92900008,1.545930266,6.460387707,6.707425054
3.504167125,-0.470478892,2.794500351,6.020667553,6.654248296
3.514199125,0.260016054,2.005467176,5.970607758,6.303781717
3.524232125,0.695345759,0.847695172,6.095955849,6.193768686
3.534264125,0.77891469,0.569418013,5.951614857,6.029317073
3.544297125,0.775454402,1.075987935,5.633910656,5.787920943
3.554330125,0.740763843,1.794178009,5.226144314,5.574978941
3.564362125,0.618942857,2.509854555,4.68351984,5.349562435
3.574395125,0.396929234,3.054485083,4.148810387,5.167210037
3.584427125,0.155946329,3.333128452,3.746431589,5.01695268
3.594460125,-0.012291681,3.471437454,3.443979263,4.88999205
3.604493125,-0.084434643,3.641730309,3.229195118,4.867959527
3.614525125,-0.08544185,3.861053944,3.06690836,4.931629016
3.624558125,-0.063878924,3.967612743,2.89740634,4.913348644
3.634590125,-0.055418324,3.852151632,2.699254751,4.704053529
3.644623125,-0.054961964,3.517776966,2.466197968,4.296499507
3.654656125,-0.02283998,3.041332006,2.256648302,3.787173563
3.664688125,0.058113724,2.50082016,2.069927454,3.246856686
3.674721125,0.177604437,1.949224472,1.935349941,2.75256222
3.684753125,0.356954575,1.393247366,1.875226378,2.363266545
3.694786125,0.550639093,0.951854229,1.840882301,2.144312834
3.704819125,0.74614501,0.791358948,1.878427625,2.170592477
3.714851125,0.930264533,0.826780319,2.020376444,2.372947275
3.724884125,1.115212321,0.653819561,2.155602932,2.513523929
3.734916125,1.313891053,0.170263246,2.372782469,2.717608492
3.744949125,1.553638935,-0.405923754,2.60329628,3.058712075
3.754982125,1.872382402,-0.90211302,2.710429192,3.415560008
3.765014125,2.178995371,-1.303649068,2.686712503,3.696748003
3.775047125,2.360790968,-1.626888633,2.592064857,3.86508743
3.785079125,2.399764061,-1.778267026,2.464765549,3.872488912
3.795112125,2.349870205,-1.700027943,2.334297419,3.723026917
3.805144125,2.233299255,-1.44081521,2.257517338,3.487113214
3.815177125,2.079484701,-1.127523065,2.233615875,3.253398955
3.825210125,1.928283811,-0.805207431,2.249451876,3.070288456
3.835242125,1.865790367,-0.505217493,2.33298254,3.02972374
3.845275125,1.923201084,-0.263577431,2.46442461,3.137126732
3.855307125,2.068576097,-0.169301003,2.573966265,3.306504534
3.865340125,2.223991632,-0.371847719,2.614707947,3.452695636
3.875373125,2.37395978,-0.992525637,2.553088665,3.624783291
3.885405125,2.571129084,-1.844598532,2.266396284,3.89227448
3.895438125,2.826162338,-2.538299561,1.732807398,4.17525804
3.905470125,3.125576735,-2.960960627,1.128405094,4.450821925
3.915503125,3.380135298,-3.259707212,0.547464669,4.727655159
3.925536125,3.403583765,-3.328126907,-0.095115215,4.761287437
3.935568125,3.160514355,-2.924580812,-0.749019265,4.370704036
3.945601125,2.861997128,-2.291906595,-1.128853202,3.836427107
3.955633125,2.622667789,-1.873896241,-1.184629083,3.434125729
3.965666125,2.524054527,-1.878304958,-0.970993221,3.292674993
3.975699125,2.4674685,-2.250511646,-0.778225601,3.429116294
3.985731125,2.372929096,-2.553844929,-1.217247725,3.692507067
3.995764125,2.097034454,-1.861535072,-2.132249594,3.522691394
4.005796125,1.579979181,-0.584406495,-3.324404001,3.72686559
4.015829125,1.191842079,0.394794405,-4.616059303,4.783759364
4.025862125,1.110404015,0.876210153,-5.698816776,5.871733471
4.035894125,1.090181589,1.180519462,-6.414913177,6.613110703
4.045927125,0.927941263,1.242505908,-6.799142361,6.973753133
4.055959125,0.808972776,1.206003547,-6.965664387,7.115431249
4.065992125,0.88953656,1.263740897,-6.959853172,7.129366909
4.076025125,1.130510092,1.379085302,-6.643258095,6.878430595
4.086057125,1.473037601,1.330429912,-6.03944397,6.357260966
4.096090125,1.804583073,0.805768848,-5.340445042,5.694395204
4.106122125,1.996078968,0.055134311,-4.73800993,5.141605696
4.116155125,2.050632715,-0.606617272,-3.909848213,4.456455104
4.126188125,2.019921303,-1.397509098,-2.923559666,3.818417849
4.136220125,2.119417429,-2.280593634,-2.206136227,3.815766582
4.146253125,2.27565527,-2.985681057,-1.648364305,4.100000386
4.156285125,2.316304207,-3.38395071,-1.144684911,4.2575452
4.166318125,2.165009022,-3.540644646,-0.851275981,4.236519723
4.176350125,1.954903483,-3.406559944,-0.771341741,4.002657413
4.186383125,1.712267399,-3.000848532,-0.885682702,3.566705119
4.196416125,1.451143861,-2.265191078,-1.153001785,2.926828017
4.206448125,1.243315339,-1.385741472,-1.481060386,2.37900238
4.216481125,1.099163771,-0.556834996,-1.772199035,2.158452137
4.226513125,0.991678238,0.172009841,-1.991055965,2.230990132
4.236546125,0.843576372,0.589406252,-2.115158796,2.352215457
4.246579125,0.632867634,0.661395431,-2.177504301,2.362094481
4.256611125,0.387484223,0.613484323,-2.244761705,2.359123174
4.266644125,0.184998006,0.617391586,-2.327495575,2.415084322
4.276676125,0.020047404,0.646431506,-2.422981739,2.507811017
4.286709125,-0.118952453,0.62902236,-2.526092291,2.605947251
4.296742125,-0.28004387,0.645092368,-2.554904699,2.649925802
4.306774125,-0.442445099,0.679069102,-2.551544189,2.6771758
4.316807125,-0.567713261,0.740798295,-2.531168938,2.697757708
4.326839125,-0.626496494,0.787668586,-2.511253119,2.705422681
4.336872125,-0.58552748,0.78158915,-2.514635801,2.697613249
4.346905125,-0.459404886,0.671924532,-2.539703131,2.666950959
4.356937125,-0.279734463,0.44543758,-2.574160814,2.627350358
4.366970125,-0.076859094,0.096638419,-2.631443977,2.634339331
4.377002125,0.107629791,-0.319811255,-2.742933989,2.763611817
4.387035125,0.269734919,-0.709472776,-2.891211271,2.989182357
4.397068125,0.384012759,-0.936089397,-2.990802526,3.157313559
4.407100125,0.439522713,-0.993233025,-2.95243144,3.145877218
